customer,tactic,technique,detection_rule,category,platform,type,channel,provider,data_needed,logging policy,enrichment,enrichment requirements,response playbook,response action
None,TA0005: Defense Evasion,T1073: DLL Side-Loading,DHCP Server Loaded the CallOut DLL,OS Logs,Windows,Applications and Services Logs,System,Microsoft-Windows-DHCP-Server,DN_0048_1033_dhcp_service_successfully_loaded_callout_dlls,-,,,-,title
None,TA0005: Defense Evasion,T1140: Deobfuscate/Decode Files or Information,MSHTA Suspicious Execution 01,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0003_1_windows_sysmon_process_creation,LP_0003_windows_sysmon_process_creation,,,-,title
None,TA0005: Defense Evasion,T1140: Deobfuscate/Decode Files or Information,MSHTA Suspicious Execution 01,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0003_1_windows_sysmon_process_creation,LP_0002_windows_audit_process_creation_with_commandline,,,-,title
None,TA0005: Defense Evasion,T1140: Deobfuscate/Decode Files or Information,MSHTA Suspicious Execution 01,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0003_1_windows_sysmon_process_creation,LP_0001_windows_audit_process_creation,,,-,title
None,TA0005: Defense Evasion,T1140: Deobfuscate/Decode Files or Information,MSHTA Suspicious Execution 01,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0002_4688_windows_process_creation_with_commandline,LP_0003_windows_sysmon_process_creation,,,-,title
None,TA0005: Defense Evasion,T1140: Deobfuscate/Decode Files or Information,MSHTA Suspicious Execution 01,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0002_4688_windows_process_creation_with_commandline,LP_0002_windows_audit_process_creation_with_commandline,,,-,title
None,TA0005: Defense Evasion,T1140: Deobfuscate/Decode Files or Information,MSHTA Suspicious Execution 01,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0002_4688_windows_process_creation_with_commandline,LP_0001_windows_audit_process_creation,,,-,title
None,TA0008: Lateral Movement,T1077: Windows Admin Shares,smbexec.py Service Installation,OS Logs,Windows,Windows Log,System,Service Control Manager,DN_0005_7045_windows_service_insatalled,-,,,-,title
None,TA0008: Lateral Movement,T1035: Service Execution,smbexec.py Service Installation,OS Logs,Windows,Windows Log,System,Service Control Manager,DN_0005_7045_windows_service_insatalled,-,,,-,title
None,TA0002: Execution,T1077: Windows Admin Shares,smbexec.py Service Installation,OS Logs,Windows,Windows Log,System,Service Control Manager,DN_0005_7045_windows_service_insatalled,-,,,-,title
None,TA0002: Execution,T1035: Service Execution,smbexec.py Service Installation,OS Logs,Windows,Windows Log,System,Service Control Manager,DN_0005_7045_windows_service_insatalled,-,,,-,title
None,TA0005: Defense Evasion,T1073: DLL Side-Loading,DNS Server Error Failed Loading the ServerLevelPluginDLL,OS Logs,Windows,Applications and Services Logs,DNS Server,Microsoft-Windows-DNS-Server-Service,DN_0036_150_dns_server_could_not_load_dll,-,,,-,title
None,TA0003: Persistence,T1050: New Service,Malicious Service Installations,OS Logs,Windows,Windows Log,System,Service Control Manager,DN_0005_7045_windows_service_insatalled,-,,,-,title
None,TA0004: Privilege Escalation,T1050: New Service,Malicious Service Installations,OS Logs,Windows,Windows Log,System,Service Control Manager,DN_0005_7045_windows_service_insatalled,-,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0041_windows_audit_other_object_access_events,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0005_windows_sysmon_network_connection,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0004_windows_audit_logon,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0102_windows_audit_file_system,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0039_windows_audit_kernel_object,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0104_windows_audit_removable_storage,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0103_windows_audit_registry,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0042_windows_audit_handle_manipulation,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0101_windows_audit_security_group_management,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0027_windows_audit_directory_service_access,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0008_windows_sysmon_FileCreate,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0029_windows_audit_detailed_file_share,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0001_windows_audit_process_creation,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0106_windows_audit_kerberos_service_ticket_operations,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0038_windows_audit_kerberos_authentication_service,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0044_windows_ntlm_audit,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0026_windows_audit_user_account_management,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0010_windows_sysmon_WmiEvent,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0105_windows_audit_authorization_policy_change,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0100_windows_audit_security_system_extension,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0030_windows_audit_file_share,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0107_windows_audit_credential_validation,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0007_windows_sysmon_ProcessAccess,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0011_windows_sysmon_DnsQuery,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0006_windows_sysmon_image_loaded,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0028_windows_audit_sam,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0003_windows_sysmon_process_creation,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0009_windows_sysmon_PipeEvent,,,-,title
None,TA0008: Lateral Movement,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0002_windows_audit_process_creation_with_commandline,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0041_windows_audit_other_object_access_events,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0005_windows_sysmon_network_connection,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0004_windows_audit_logon,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0102_windows_audit_file_system,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0039_windows_audit_kernel_object,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0104_windows_audit_removable_storage,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0103_windows_audit_registry,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0042_windows_audit_handle_manipulation,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0101_windows_audit_security_group_management,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0027_windows_audit_directory_service_access,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0008_windows_sysmon_FileCreate,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0029_windows_audit_detailed_file_share,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0001_windows_audit_process_creation,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0106_windows_audit_kerberos_service_ticket_operations,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0038_windows_audit_kerberos_authentication_service,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0044_windows_ntlm_audit,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0026_windows_audit_user_account_management,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0010_windows_sysmon_WmiEvent,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0105_windows_audit_authorization_policy_change,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0100_windows_audit_security_system_extension,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0030_windows_audit_file_share,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0107_windows_audit_credential_validation,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0007_windows_sysmon_ProcessAccess,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0011_windows_sysmon_DnsQuery,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0006_windows_sysmon_image_loaded,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0028_windows_audit_sam,,,-,title
None,TA0006: Credential Access,T1003: Credential Dumping,Mimikatz Use,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0064_4698_scheduled_task_was_created,LP_0003_windows_sysmon_process_creation,,,-,title
